user,item,authors,genres,rating
1878,2026,[543],"[1439, 1398, 1457, 1440, 1370]",5
5271,1901,[849],[1366],2
3477,2436,[1266],"[1366, 1454]",3
2557,2447,[339],[1363],3
2823,404,[297],"[1401, 1443, 1457, 1387]",3
2549,329,[242],"[1457, 1449, 1402, 1377]",5
5053,1230,[285],[1363],4
2365,781,[518],[1403],5
393,1283,[635],[1426],4
1816,1254,[759],"[1360, 1401, 1443, 1370]",5
5047,1132,[175],[1369],5
4320,593,[415],"[1379, 1360, 1377]",4
1765,880,[324],"[1438, 1425, 1378, 1409, 1411]",5
4661,426,[291],[1499],5
3305,1777,[79],"[1360, 1436, 1540]",5
2670,1691,[543],"[1369, 1487, 1370]",3
3502,1203,[25],[1361],5
1798,2127,[1149],[1369],3
3920,1105,[445],[1360],5
846,2475,[814],"[1360, 1584, 1445, 1377, 1402]",5
5315,2177,[107],"[1441, 1361, 1370]",4
5439,2042,[767],"[1363, 1432, 1397]",5
2494,1437,[505],[1366],4
1964,1131,[485],[1398],3
2282,967,[331],[1366],1
2224,2577,[310],"[1360, 1432]",4
1276,65,[50],[1398],5
2979,2535,[139],"[1457, 1401, 1441, 1443, 1387]",4
3320,542,[370],[1366],4
194,1691,[543],"[1369, 1487, 1370]",5
470,840,[246],[1362],4
281,1303,[785],[1505],3
4881,1911,[542],"[1457, 1448, 1473, 1540, 1377, 1464]",3
2480,951,[612],"[1360, 1402, 1457, 1377]",4
2568,66,[50],[1398],5
5044,1264,[436],[1401],4
4774,1542,[893],"[1371, 1443, 1438]",4
5254,735,[449],[1363],5
1306,260,[57],[1363],5
3652,1328,[800],"[1468, 1472]",3
4094,1835,[324],[1403],4
2,2201,[360],"[1464, 1398, 1440, 1378, 1419]",4
2030,1369,[477],[1366],4
660,1265,[433],[1360],4
2931,969,[622],[1374],4
4570,1119,[701],"[1360, 1401, 1443]",5
4956,1203,[25],[1361],5
631,788,[429],"[1360, 1377, 1409, 1464]",3
3016,1059,[672],[1562],4
3312,1386,[352],"[1590, 1398]",3
1497,658,[453],"[1457, 1377, 1527]",5
448,571,[397],[1369],4
1484,350,[256],[1406],3
555,2390,[407],"[1560, 1385]",3
5414,810,[105],[1363],5
3000,2475,[814],"[1360, 1584, 1445, 1377, 1402]",5
557,879,[569],[1385],4
1681,1618,[238],[1383],4
3922,2450,[339],[1363],4
1407,235,[163],"[1466, 1375]",4
3102,1430,[711],"[1486, 1363, 1539]",5
1363,1341,[804],"[1418, 1417, 1372, 1373, 1416]",3
1807,389,[287],"[1405, 1394, 1361, 1370]",4
2474,2324,[682],[1383],3
741,1711,[533],[1494],3
2553,2061,[24],[1399],5
2112,966,[372],[1411],4
4898,2182,[714],"[1457, 1378, 1568, 1540, 1399]",4
2272,1688,[72],[1383],5
5275,55,[50],[1398],5
5566,1830,[1034],[1447],4
4310,136,[75],"[1401, 1370, 1440]",4
1041,2461,[1271],"[1653, 1398]",5
1620,1328,[800],"[1468, 1472]",5
4242,1297,[672],[1562],5
3756,1388,[352],[1398],5
2867,1775,[595],[1531],4
3701,967,[331],[1366],5
1534,368,[272],"[1457, 1377, 1409, 1378]",3
4791,426,[291],[1499],5
73,1717,[912],[1374],4
2868,682,[463],[1360],5
1842,1386,[352],"[1590, 1398]",5
5220,595,[177],[1363],3
2622,1709,[64],[1370],4
509,1863,[1052],[1464],5
4968,887,[576],[1366],4
2030,1371,[477],[1366],4
4001,1790,"[449, 1015]",[1363],5
1002,2153,[988],[1398],4
2559,1437,[505],[1366],3
5112,2040,"[543, 50]","[1390, 1398, 1370]",5
541,1228,[747],[1427],2
2540,1371,[477],[1366],4
257,2653,[1073],[1425],5
2316,1749,[170],"[1401, 1398]",4
627,1394,[352],"[1465, 1589]",3
1738,1006,[522],[1369],4
2977,1900,[437],"[1624, 1452]",3
1607,757,[500],"[1518, 1540, 1464, 1380]",3
3599,2475,[814],"[1360, 1584, 1445, 1377, 1402]",5
5382,274,[192],"[1457, 1363, 1360, 1398]",5
3802,2329,[1228],"[1530, 1360, 1464, 1457]",5
3886,1925,[612],"[1377, 1457, 1540, 1380, 1379, 1378]",5
5547,1010,[648],[1366],4
770,2632,[715],"[1661, 1445]",1
4322,1257,[761],"[1401, 1403]",2
2200,18,[15],"[1383, 1384, 1385]",4
34,2632,[715],"[1661, 1445]",4
877,463,[296],[1406],4
5406,1298,[672],[1562],3
938,273,[191],"[1366, 1472]",3
442,2293,[1216],"[1530, 1521, 1409, 1540]",4
3653,2063,[543],"[1398, 1439, 1457, 1370]",3
124,2594,[645],"[1377, 1457, 1380, 1481, 1464]",4
2509,848,[546],"[1363, 1398, 1457, 1432]",4
1767,1007,[280],[1403],4
2516,1479,[144],"[1394, 1363]",4
4724,65,[50],[1398],4
3128,2375,[645],"[1377, 1381, 1481, 1568]",5
2080,488,[126],"[1369, 1456]",3
3802,151,[103],[1445],5
5317,1925,[612],"[1377, 1457, 1540, 1380, 1379, 1378]",4
3821,313,[195],[1468],3
940,317,[232],"[1398, 1457, 1370, 1363]",5
3802,405,[264],[1360],5
4409,1478,[868],"[1394, 1398]",5
5114,1316,[793],"[1360, 1413, 1556, 1380]",3
2729,1607,[738],[1385],4
2193,2447,[339],[1363],3
3281,1288,[667],"[1457, 1521, 1540, 1379]",4
3219,90,[55],"[1427, 1374]",4
1180,409,[300],"[1377, 1402, 1457, 1380]",2
5369,2204,[360],"[1464, 1398, 1440, 1378, 1419]",3
1332,363,"[267, 268]","[1438, 1377, 1414, 1418, 1371, 1428, 1415]",4
4491,2233,[126],[1363],5
3936,1434,[846],[1438],3
274,2653,[1073],[1425],4
2788,16,[13],[1381],4
467,65,[50],[1398],5
2836,1711,[533],[1494],5
5295,2233,[126],[1363],4
2285,1844,[1042],"[1631, 1632]",4
4728,2384,[293],[1360],4
1468,2432,[1264],[1419],5
1772,2314,[1221],"[1377, 1374, 1360, 1409]",5
2140,503,[75],"[1433, 1401, 1370]",5
2946,706,[476],[1398],5
5091,1832,[1035],[1369],2
5052,833,"[466, 546]","[1363, 1398]",4
3186,1890,[651],"[1374, 1457, 1539, 1398, 1363]",5
2249,2306,[1219],[1439],5
2325,2664,[1352],"[1415, 1414, 1418, 1371, 1377]",4
4867,1055,[669],[1561],5
2038,596,[177],[1363],4
344,2632,[715],"[1661, 1445]",3
1634,2306,[1219],[1439],5
370,35,[32],[1376],5
4704,2380,[1246],[1383],5
4318,659,[156],[1454],4
4495,878,[568],[1383],4
325,629,[150],"[1426, 1421]",4
766,1891,[484],"[1457, 1398, 1363]",5
1976,1526,[656],[1560],4
3484,1853,[170],"[1363, 1482, 1401]",4
1797,1387,[352],[1398],5
2442,426,[291],[1499],1
825,1271,[249],[1366],4
2656,2085,[104],[1398],4
1831,1283,[635],[1426],3
2340,180,[126],"[1369, 1456]",5
25,2463,[967],"[1406, 1360, 1387]",3
1580,276,[194],[1473],5
3468,18,[15],"[1383, 1384, 1385]",1
3351,76,[50],"[1378, 1398, 1422]",4
924,1933,[1077],[1360],5
123,291,[212],"[1402, 1457, 1377]",2
3553,609,[418],"[1360, 1464, 1457]",3
5176,2446,[339],[1363],2
4565,1208,[738],"[1361, 1401, 1571, 1385]",2
3766,1656,[961],"[1460, 1392]",2
1800,2325,[1226],[1472],2
201,2471,[1273],"[1363, 1370, 1376]",5
5229,2603,[1329],"[1377, 1457, 1409, 1360]",5
3267,1724,[175],[1369],5
4976,196,[137],[1363],2
2089,2436,[1266],"[1366, 1454]",4
711,2508,[496],"[1379, 1380, 1377, 1360]",5
1648,849,[310],"[1453, 1432]",4
2442,2458,[607],"[1517, 1402, 1480]",3
2095,958,[616],[1363],5
4246,621,[179],[1399],5
3003,1332,[508],"[1371, 1449, 1417, 1391, 1438]",5
5278,2675,[1326],"[1540, 1401, 1443, 1378]",4
2860,1055,[669],[1561],3
3476,503,[75],"[1433, 1401, 1370]",4
2160,1531,[165],[1366],5
1786,1009,[647],"[1372, 1371, 1414, 1438]",4
5281,812,[165],[1499],4
2005,932,[389],"[1360, 1551]",2
4168,70,[50],[1398],5
3458,1595,[924],"[1374, 1521, 1378, 1369]",4
2155,1029,[64],"[1381, 1363, 1473, 1370]",4
3406,2461,[1271],"[1653, 1398]",3
5570,2047,[767],[1399],2
3495,1853,[170],"[1363, 1482, 1401]",5
3631,2287,[285],[1363],4
1488,1364,[104],[1366],5
3671,2485,[476],[1366],4
2670,1436,[505],[1398],4
2144,2437,[340],"[1419, 1424]",3
3452,198,[139],"[1443, 1401, 1387, 1371]",3
3472,1591,[543],"[1439, 1538, 1398, 1360]",5
1523,882,[571],"[1479, 1396, 1494, 1385]",4
3463,1294,[779],[1401],4
3160,1575,[165],[1398],4
629,342,[249],[1398],2
4621,670,[163],"[1377, 1360, 1374, 1369]",4
5263,1386,[352],"[1590, 1398]",3
3683,2133,[1155],"[1360, 1369]",3
3378,919,[25],[1361],4
5365,176,[123],"[1394, 1432]",4
3776,735,[449],[1363],3
1544,70,[50],[1398],3
658,1863,[1052],[1464],5
4644,1597,[496],"[1360, 1457, 1380]",3
5072,493,[93],[1369],5
3642,835,[466],[1363],4
3905,1911,[542],"[1457, 1448, 1473, 1540, 1377, 1464]",3
1357,2670,[1356],"[1568, 1457, 1540, 1379]",5
467,1491,[794],"[1363, 1369, 1378]",4
544,425,[308],"[1457, 1401, 1387, 1457]",4
618,1226,[746],"[1412, 1371, 1379, 1475]",4
2617,2053,[672],[1390],3
5445,469,[334],"[1503, 1395, 1504, 1454]",5
2409,2201,[360],"[1464, 1398, 1440, 1378, 1419]",4
1597,1941,[551],"[1372, 1438, 1418, 1463, 1417, 1371]",4
2702,2632,[715],"[1661, 1445]",5
2100,18,[15],"[1383, 1384, 1385]",1
3045,2380,[1246],[1383],3
677,444,[264],[1360],4
4502,869,[564],[1411],5
522,115,[77],[1398],3
1731,1344,"[672, 807]","[1378, 1424, 1372, 1475, 1409]",3
2950,463,[296],[1406],4
5198,2638,[1342],[1471],5
2984,52,[49],[1419],4
2011,2078,[1128],[1394],5
305,269,[186],[1398],5
5150,2554,[1303],"[1371, 1438, 1414, 1377]",5
4579,1055,[669],[1561],3
2461,1283,[635],[1426],4
1047,67,[50],[1398],4
4916,18,[15],"[1383, 1384, 1385]",4
1474,110,[73],[1367],1
995,617,[424],[1366],2
1147,2632,[715],"[1661, 1445]",5
4250,2055,[476],"[1366, 1635]",3
4194,182,[126],"[1369, 1456]",5
2366,426,[291],[1499],4
898,2434,[413],[1363],3
2367,556,[389],"[1520, 1376]",2
2156,38,[35],[1403],5
4384,1616,[935],[1411],5
5521,1749,[170],"[1401, 1398]",5
344,1421,[840],"[1399, 1533, 1360, 1398]",4
1228,1183,[296],[1383],4
4551,1202,[278],[1369],4
3152,1283,[635],[1426],4
4621,2475,[814],"[1360, 1584, 1445, 1377, 1402]",4
3889,2390,[407],"[1560, 1385]",2
5101,1059,[672],[1562],5
514,285,"[205, 206]",[1476],5
1390,341,[248],"[1363, 1398, 1370, 1484]",5
2648,238,[163],"[1466, 1375]",4
1140,1228,[747],[1427],3
4439,2460,[967],"[1622, 1393, 1455]",3
2298,267,[184],"[1372, 1469, 1418]",4
4061,1844,[1042],"[1631, 1632]",3
955,1328,[800],"[1468, 1472]",5
1203,1328,[800],"[1468, 1472]",4
1316,2093,[1136],"[1438, 1418, 1414, 1377, 1380, 1415, 1371]",4
4212,592,[414],"[1439, 1424, 1378]",3
5252,2022,[560],[1366],3
373,2442,[578],"[1464, 1540, 1458, 1457]",2
4300,454,[92],[1369],1
5215,1853,[170],"[1363, 1482, 1401]",4
5002,6,[0],"[1360, 1361, 1362]",4
1162,1331,[296],[1383],3
4156,661,"[455, 456]","[1418, 1373, 1449, 1416, 1417]",4
2179,2227,[743],[1398],4
2630,954,[420],"[1473, 1379, 1457]",3
4751,1478,[868],"[1394, 1398]",4
1424,1495,[180],"[1468, 1382]",3
3466,1695,[143],"[1380, 1409, 1517, 1568]",4
5041,925,[240],[1383],3
1195,1367,[814],"[1540, 1360, 1527, 1393]",5
4746,2112,[1142],[1363],4
1416,1203,[25],[1361],5
513,675,[449],[1363],4
3176,70,[50],[1398],5
1048,1630,[945],[1401],4
3807,1208,[738],"[1361, 1401, 1571, 1385]",4
1747,1580,[915],"[1377, 1388, 1438, 1402, 1371]",3
64,2067,[1125],[1636],5
2546,1691,[543],"[1369, 1487, 1370]",1
3173,2475,[814],"[1360, 1584, 1445, 1377, 1402]",4
116,1264,[436],[1401],5
2160,644,[443],"[1457, 1377, 1391, 1418, 1521]",4
4400,2116,[411],[1363],4
2845,1863,[1052],[1464],4
4409,2287,[285],[1363],5
2364,1636,[407],[1363],3
5560,1231,[748],[1432],5
3032,2167,[235],"[1479, 1401, 1376]",3
444,1822,[196],"[1541, 1630]",5
3488,1926,[1073],[1425],3
5115,293,[1],[1432],5
3582,1597,[496],"[1360, 1457, 1380]",4
4178,142,[97],"[1401, 1387, 1441, 1383, 1360]",5
1453,2053,[672],[1390],3
4236,1741,[968],[1624],5
3027,1437,[505],[1366],5
368,132,[90],[1381],4
5105,1039,[664],[1383],5
4999,2239,[484],[1398],3
5471,2618,[522],"[1450, 1374, 1369, 1464]",3
738,1394,[352],"[1465, 1589]",3
5144,1393,[9],[1376],4
3084,527,[211],"[1363, 1396, 1385]",3
2525,1723,[991],[1360],4
4738,1921,[1070],"[1360, 1457, 1517, 1449]",3
4026,2167,[235],"[1479, 1401, 1376]",4
4001,721,[449],[1363],5
1099,2201,[360],"[1464, 1398, 1440, 1378, 1419]",5
252,2040,"[543, 50]","[1390, 1398, 1370]",3
3167,2563,[211],"[1363, 1377, 1437, 1364, 1398]",5
5011,1298,[672],[1562],4
1428,187,[130],"[1398, 1391, 1377, 1418, 1374]",5
4807,506,[359],[1366],4
457,1927,[1074],"[1360, 1398, 1370, 1376, 1401]",4
1616,72,[50],"[1378, 1398, 1422]",4
2800,1437,[505],[1366],3
4743,1518,[134],"[1473, 1458, 1428, 1457, 1377]",3
452,1523,[484],[1398],4
4435,399,[211],[1363],5
3810,2450,[339],[1363],3
911,2164,[235],"[1479, 1401, 1376]",3
4968,2370,[291],"[1360, 1398, 1464, 1363]",2
2719,808,[105],[1363],5
725,2596,[689],[1374],5
3335,621,[179],[1399],5
3532,1714,[787],"[1568, 1360, 1380, 1377]",5
3177,2358,[1240],"[1388, 1438, 1371, 1414, 1411]",3
1527,2459,[967],"[1406, 1360, 1622, 1455]",4
2727,2020,[1107],"[1360, 1374, 1369]",4
2293,1387,[352],[1398],5
1811,30,[28],[1404],3
3599,30,[28],[1404],4
3484,849,[310],"[1453, 1432]",4
3579,2067,[1125],[1636],5
4898,591,[413],[1363],2
4235,2327,[1227],"[1473, 1398, 1399, 1370, 1363]",5
357,2166,[235],"[1479, 1401, 1376]",5
23,869,[564],[1411],5
4731,2228,[1186],[1369],5
4191,811,[165],[1366],4
3590,1328,[800],"[1468, 1472]",5
1221,1495,[180],"[1468, 1382]",4
5331,1509,[107],"[1370, 1376]",4
4032,2193,[1172],"[1438, 1470, 1449, 1373]",5
1359,306,[225],[1363],5
2679,61,[50],"[1398, 1374, 1422, 1363, 1393]",4
3472,2367,[293],[1360],5
1167,2143,[1157],"[1401, 1374, 1377, 1457, 1369]",4
2011,2302,[149],"[1370, 1387, 1527, 1377]",4
3514,2466,[1272],[1438],4
320,67,[50],[1398],3
1823,89,[54],[1426],4
3046,566,"[60, 59]",[1366],3
2276,299,[220],"[1398, 1440]",3
3339,1692,[217],"[1448, 1379, 1377]",3
1574,1957,[849],[1366],3
3390,111,[74],[1432],4
858,1868,[126],[1623],5
2269,2124,[1147],[1451],4
1260,1279,[774],"[1530, 1540, 1360, 1568, 1377]",5
914,956,[615],[1363],3
1039,1208,[738],"[1361, 1401, 1571, 1385]",4
2727,1847,[1044],[1369],4
1398,68,[50],[1398],4
5401,1078,[211],[1363],4
4658,430,[310],[1410],5
4083,460,[328],"[1457, 1398, 1380, 1360]",3
2323,74,[50],[1398],3
3260,849,[310],"[1453, 1432]",3
4546,1926,[1073],[1425],4
4681,2574,[1315],"[1439, 1464, 1370]",4
1239,553,[321],[1366],5
2557,2,[1],"[1363, 1364, 1365]",3
106,1283,[635],[1426],5
2596,1298,[672],[1562],2
1117,68,[50],[1398],3
4525,1711,[533],[1494],3
3239,114,[77],"[1398, 1363, 1434]",4
4050,1667,[912],"[1374, 1362]",3
1318,1744,[5],[1401],5
57,1720,[989],"[1374, 1360, 1377, 1369]",5
1653,2342,[328],[1403],4
5496,2446,[339],[1363],5
4303,488,[126],"[1369, 1456]",5
3966,2676,[1282],"[1377, 1380, 1360, 1379, 1379]",4
2613,1869,[1054],"[1412, 1411, 1388, 1371, 1378]",4
3558,1916,[542],"[1371, 1414, 1438, 1388]",3
4969,1494,[152],"[1369, 1454]",3
4363,2325,[1226],[1472],5
2237,1187,[161],[1465],0
2952,1208,[738],"[1361, 1401, 1571, 1385]",5
6,608,[328],[1360],4
5028,1093,[69],"[1540, 1430, 1457]",4
1889,2570,[22],[1394],4
3349,406,"[298, 299]",[1496],3
568,666,[449],[1363],5
1206,247,[163],"[1466, 1375]",5
2679,472,[337],"[1363, 1377, 1506, 1457]",4
3191,63,[50],[1398],3
927,2518,[79],"[1540, 1436, 1360, 1457]",3
1956,367,[271],"[1457, 1464, 1419]",2
5045,75,[50],[1398],3
2852,14,[11],"[1377, 1378, 1379, 1380]",1
2549,955,[614],[1363],3
787,1404,[830],"[1398, 1534, 1374, 1369]",3
5373,1696,[980],[1403],4
2448,2400,[189],"[1377, 1418, 1649, 1457, 1568]",4
2681,657,[452],"[1381, 1391]",5
3193,1347,[97],"[1451, 1588, 1401, 1387]",2
2506,1902,[542],"[1448, 1473]",4
3435,426,[291],[1499],3
1562,1179,[723],[1567],4
1599,1873,[225],[1363],5
184,2050,[107],"[1398, 1376]",3
3292,386,[285],"[1363, 1398]",2
3793,1203,[25],[1361],5
3092,1025,"[59, 657]","[1398, 1457, 1363]",4
2168,66,[50],[1398],3
1251,2050,[107],"[1398, 1376]",5
1822,2281,[1208],"[1380, 1409, 1377, 1424]",4
1899,2140,[777],"[1360, 1374, 1377, 1457, 1369]",4
777,2133,[1155],"[1360, 1369]",4
513,151,[103],[1445],5
4167,2581,[96],[1403],3
765,1873,[225],[1363],2
4865,2513,[72],[1383],4
3742,1354,[250],"[1374, 1413, 1369, 1464, 1360]",3
2562,426,[291],[1499],4
2854,304,[224],"[1457, 1391, 1414]",5
4767,389,[287],"[1405, 1394, 1361, 1370]",4
1547,112,[75],"[1433, 1398, 1370]",4
4186,1597,[496],"[1360, 1457, 1380]",0
2548,1073,[471],"[1399, 1360, 1464, 1377]",4
2479,1899,[1064],"[1401, 1387, 1383]",4
310,1830,[1034],[1447],4
5451,1478,[868],"[1394, 1398]",3
4854,405,[264],[1360],3
2455,2438,[1267],"[1574, 1438, 1475, 1539, 1416, 1371]",3
2618,590,[412],"[1449, 1418, 1372, 1417, 1524, 1438]",5
3088,2510,[15],"[1457, 1380, 1377, 1418, 1481]",4
3256,1646,[955],"[1472, 1403]",5
1060,812,[165],[1499],4
103,1389,[352],[1398],5
2340,187,[130],"[1398, 1391, 1377, 1418, 1374]",4
5036,2330,[1229],[1393],5
107,1499,[211],"[1405, 1363, 1385]",3
685,2434,[413],[1363],4
2082,381,[64],"[1370, 1457, 1473, 1401, 1398, 1402]",4
971,106,[69],"[1429, 1430, 1428]",5
63,2632,[715],"[1661, 1445]",4
4617,1086,[408],"[1401, 1383]",4
3659,1519,[883],"[1360, 1464, 1380, 1377]",5
1660,68,[50],[1398],4
4585,1159,[712],[1360],3
3919,2549,[908],"[1560, 1562]",3
791,1688,[72],[1383],5
3130,1484,[449],[1363],4
3144,2292,[1215],"[1360, 1399, 1568, 1540]",4
1395,1888,[767],"[1450, 1457, 1399, 1398, 1380, 1540]",5
4726,2453,[4],"[1451, 1401]",3
3590,1868,[126],[1623],5
3063,53,[50],"[1398, 1374, 1378]",4
1813,1430,[711],"[1486, 1363, 1539]",5
993,623,[429],"[1377, 1409, 1360]",5
4899,1124,[485],[1369],4
5410,458,[327],"[1426, 1376]",3
16,214,[151],"[1417, 1418, 1463, 1372]",4
2367,1358,[812],"[1360, 1456]",3
3553,2141,[353],[1369],3
1311,1554,[904],"[1464, 1531, 1540, 1419]",3
2554,1236,[528],"[1360, 1517, 1521, 1531]",4
3845,2461,[1271],"[1653, 1398]",3
3785,1918,[108],"[1360, 1457, 1464, 1409]",3
1087,932,[389],"[1360, 1551]",3
3931,2632,[715],"[1661, 1445]",3
982,991,[129],"[1360, 1377, 1379]",4
824,1227,[339],[1363],2
2601,1929,[36],"[1457, 1377, 1409, 1568]",4
695,783,[4],"[1451, 1401]",3
1971,2407,[360],"[1464, 1419, 1540, 1398, 1378]",5
2006,2080,[1129],[1360],5
5143,2474,[321],[1366],5
135,2097,[411],"[1363, 1364]",4
3610,243,[89],[1374],4
4533,378,[125],"[1377, 1457, 1398, 1437, 1414, 1363]",4
5506,2477,[107],"[1360, 1470, 1449, 1457]",5
878,1940,[560],[1360],3
5467,1819,[159],"[1360, 1383]",4
4241,1208,[738],"[1361, 1401, 1571, 1385]",5
559,1770,[995],[1366],5
732,2047,[767],[1399],5
462,1055,[669],[1561],4
4298,2413,[1260],"[1457, 1521, 1517]",4
5062,943,[372],[1411],5
1579,2169,[235],"[1479, 1401, 1376]",4
5061,1495,[180],"[1468, 1382]",5
5510,549,[211],[1363],5
5238,2316,[1222],[1411],3
2980,1322,[797],"[1464, 1398, 1556, 1419, 1434, 1363]",4
4611,809,[105],[1363],3
2621,2446,[339],[1363],4
4631,47,[44],"[1411, 1414, 1388, 1371]",4
2148,919,[25],[1361],5
4573,2448,[339],[1363],3
5058,1444,[505],[1366],5
2757,434,[316],"[1500, 1385]",5
1455,813,[165],[1366],5
646,1749,[170],"[1401, 1398]",5
4205,1691,[543],"[1369, 1487, 1370]",5
4688,1417,[837],"[1598, 1599, 1376]",3
2082,459,[126],"[1470, 1449, 1418, 1411, 1377]",4
2663,2170,[235],"[1479, 1401, 1376]",4
2950,1369,[477],[1366],3
2468,2524,[1294],"[1438, 1388, 1371, 1411, 1414, 1377]",5
5569,689,[407],[1363],5
4854,1835,[324],[1403],4
2626,1662,[965],[1360],5
1341,1909,[93],"[1369, 1398]",1
1410,425,[308],"[1457, 1401, 1387, 1457]",5
5367,2310,[682],"[1437, 1432]",4
2650,1992,[124],"[1387, 1454]",2
343,1043,[666],[1370],5
4479,542,[370],[1366],3
5389,2485,[476],[1366],5
1972,2632,[715],"[1661, 1445]",3
3862,2459,[967],"[1406, 1360, 1622, 1455]",4
814,493,[93],[1369],4
3882,1957,[849],[1366],3
3816,2428,[144],"[1492, 1400]",4
4984,2618,[522],"[1450, 1374, 1369, 1464]",5
3661,1777,[79],"[1360, 1436, 1540]",4
5009,1607,[738],[1385],5
5009,2497,[1284],"[1360, 1370, 1380, 1393]",4
1100,546,[382],[1360],5
2118,212,[149],[1363],4
3788,363,"[267, 268]","[1438, 1377, 1414, 1418, 1371, 1428, 1415]",3
2100,2141,[353],[1369],4
3537,479,[340],"[1419, 1457, 1378, 1424]",2
2765,416,[303],"[1371, 1438, 1388, 1475]",3
1989,35,[32],[1376],4
1747,1055,[669],[1561],3
281,2666,[1354],[1363],4
2969,1935,[1078],[1472],5
1433,1418,[74],"[1413, 1556, 1517, 1380]",5
1561,367,[271],"[1457, 1464, 1419]",3
2513,2501,[932],"[1457, 1377, 1481, 1360, 1380]",4
500,2485,[476],[1366],4
2406,2097,[411],"[1363, 1364]",3
200,293,[1],[1432],4
3199,1834,[1037],[1470],3
3068,2256,[170],"[1366, 1482]",5
3110,26,[24],[1361],5
1244,72,[50],"[1378, 1398, 1422]",4
2989,426,[291],[1499],3
1159,1780,[1010],[1369],5
777,356,[260],"[1401, 1457, 1409, 1451]",5
4864,769,[508],"[1363, 1494]",5
4922,226,[158],"[1374, 1398, 1457, 1440, 1399]",5
902,2632,[715],"[1661, 1445]",5
181,1663,[966],"[1540, 1402, 1457, 1568]",5
2504,737,[449],[1363],4
1004,1017,[576],[1366],4
2476,1495,[180],"[1468, 1382]",5
433,2155,[564],[1411],4
3663,550,[128],"[1360, 1519]",5
1671,2381,[1247],"[1398, 1464, 1439, 1401]",5
4762,1942,[876],[1360],3
4868,1946,[849],[1366],4
3256,1389,[352],[1398],5
3426,1440,[778],"[1382, 1472]",5
2761,2116,[411],[1363],3
4817,1212,[126],"[1394, 1427, 1572]",4
5488,363,"[267, 268]","[1438, 1377, 1414, 1418, 1371, 1428, 1415]",3
2165,1922,[1071],[1401],4
2470,113,[76],[1363],3
2456,2610,[1332],"[1381, 1409, 1401, 1540]",5
2867,2075,[1126],"[1540, 1568, 1379, 1380]",1
1091,1279,[774],"[1530, 1540, 1360, 1568, 1377]",3
5429,597,[413],[1363],5
1769,68,[50],[1398],5
1982,695,[470],[1366],5
3423,1835,[324],[1403],1
3498,2060,[767],"[1361, 1472]",3
3091,932,[389],"[1360, 1551]",3
2079,60,[50],[1398],2
4921,858,[177],[1363],4
1424,1153,[708],[1370],3
2190,1709,[64],[1370],4
3787,1757,[543],[1369],5
2428,2636,[246],[1362],4
3109,1353,[250],"[1374, 1413, 1369, 1464]",4
5271,342,[249],[1398],3
30,2058,[1122],"[1568, 1540, 1450, 1457]",4
4057,1716,[988],[1398],3
3259,1089,[69],[1403],5
213,1904,[1066],"[1457, 1540, 1360, 1568, 1380]",3
1267,2233,[126],[1363],3
1061,247,[163],"[1466, 1375]",3
2291,1933,[1077],[1360],4
2042,2575,[96],[1403],3
3050,2324,[682],[1383],3
668,623,[429],"[1377, 1409, 1360]",2
5205,490,[226],[1401],4
746,2411,[676],"[1531, 1651]",3
2995,1876,[196],[1370],4
1591,158,[107],"[1370, 1376]",5
2765,1083,[684],[1563],3
2550,1777,[79],"[1360, 1436, 1540]",3
1696,526,[211],"[1363, 1482, 1385]",4
433,556,[389],"[1520, 1376]",3
858,2464,[967],"[1457, 1406, 1622, 1383, 1455]",1
896,999,[641],"[1540, 1457]",3
5197,1886,[65],[1366],5
3355,2475,[814],"[1360, 1584, 1445, 1377, 1402]",5
4201,1479,[144],"[1394, 1363]",5
2820,2233,[126],[1363],4
785,1208,[738],"[1361, 1401, 1571, 1385]",4
2027,1322,[797],"[1464, 1398, 1556, 1419, 1434, 1363]",5
1786,1982,[1097],"[1366, 1402]",4
1273,1708,[985],"[1360, 1361]",2
1903,836,[547],"[1371, 1438, 1458, 1449]",4
4563,1925,[612],"[1377, 1457, 1540, 1380, 1379, 1378]",4
869,2573,[96],"[1403, 1567]",3
3664,2154,[250],"[1369, 1413]",5
2289,932,[389],"[1360, 1551]",1
4285,2274,[285],"[1363, 1398, 1575]",4
2205,2404,[817],"[1650, 1454]",3
3628,212,[149],[1363],3
3482,2019,[159],"[1401, 1387]",2
2505,1279,[774],"[1530, 1540, 1360, 1568, 1377]",3
1255,1939,[643],"[1418, 1470, 1522]",4
4154,1960,[651],"[1398, 1457, 1363, 1503, 1374]",3
5274,1421,[840],"[1399, 1533, 1360, 1398]",4
2257,1264,[436],[1401],2
1543,2522,[922],"[1438, 1378, 1521, 1417, 1416]",5
4196,231,[162],"[1377, 1402, 1457, 1360, 1380]",4
4175,18,[15],"[1383, 1384, 1385]",5
1105,87,[52],"[1377, 1379, 1380]",3
5270,400,[295],"[1372, 1418, 1495, 1417]",5
2400,2040,"[543, 50]","[1390, 1398, 1370]",4
1859,919,[25],[1361],5
4550,2447,[339],[1363],5
3373,921,[595],[1531],3
1408,969,[622],[1374],3
728,1293,[296],[1383],3
1711,2632,[715],"[1661, 1445]",4
1069,1918,[108],"[1360, 1457, 1464, 1409]",3
3447,1635,[947],"[1360, 1401]",4
4134,1338,[156],[1454],4
